Estado,Tipo_Crime,Ano,Quantidade
SP,Furto,2005,377
MG,Homicídio,2010,237
MG,Tráfico de Drogas,2020,400
RS,Tráfico de Drogas,2002,329
MG,Violência Doméstica,2011,99
MG,Homicídio,2011,71
AM,Furto,2002,277
RS,Violência Doméstica,2003,145
BA,Violência Doméstica,2019,140
SP,Tráfico de Drogas,2010,419
RS,Violência Doméstica,2006,87
CE,Tráfico de Drogas,2017,164
BA,Tráfico de Drogas,2000,295
MG,Violência Doméstica,2012,202
BA,Furto,2021,370
PE,Tráfico de Drogas,2007,202
RS,Homicídio,2000,38
SC,Tráfico de Drogas,2000,482
SC,Violência Doméstica,2012,362
CE,Roubo,2007,233
BA,Violência Doméstica,2014,393
SP,Violência Doméstica,2006,340
SP,Furto,2022,380
RJ,Furto,2022,98
AM,Homicídio,2011,427
CE,Tráfico de Drogas,2003,446
PE,Violência Doméstica,2014,295
SP,Tráfico de Drogas,2002,365
PR,Violência Doméstica,2000,439
SP,Homicídio,2017,312
BA,Homicídio,2013,413
CE,Homicídio,2017,376
PR,Furto,2014,371
PR,Roubo,2004,155
PR,Homicídio,2000,399
BA,Roubo,2020,351
PR,Roubo,2024,395
PR,Furto,2017,107
PR,Violência Doméstica,2010,24
BA,Violência Doméstica,2004,210
SP,Homicídio,2002,363
PR,Tráfico de Drogas,2007,203
BA,Tráfico de Drogas,2012,1
CE,Roubo,2006,343
MG,Furto,2014,415
SC,Violência Doméstica,2008,335
BA,Furto,2006,1
BA,Homicídio,2022,258
PR,Tráfico de Drogas,2005,216
SC,Tráfico de Drogas,2010,48
RS,Homicídio,2009,135
PE,Violência Doméstica,2008,321
PR,Violência Doméstica,2017,24
SP,Homicídio,2010,380
AM,Roubo,2007,167
PR,Violência Doméstica,2018,465
BA,Violência Doméstica,2015,85
BA,Homicídio,2017,56
AM,Furto,2020,177
CE,Tráfico de Drogas,2020,208
CE,Roubo,2009,72
CE,Roubo,2013,99
SC,Homicídio,2016,475
BA,Furto,2007,57
SP,Roubo,2014,344
RS,Violência Doméstica,2022,244
CE,Homicídio,2021,142
RS,Furto,2024,139
PR,Homicídio,2020,195
RS,Violência Doméstica,2024,357
CE,Homicídio,2010,319
AM,Roubo,2002,282
RJ,Violência Doméstica,2009,333
AM,Tráfico de Drogas,2000,203
BA,Homicídio,2009,320
RS,Furto,2004,280
SC,Tráfico de Drogas,2007,16
PE,Tráfico de Drogas,2000,166
RJ,Homicídio,2023,114
AM,Roubo,2001,241
BA,Violência Doméstica,2015,94
PE,Furto,2000,107
PE,Tráfico de Drogas,2015,229
CE,Furto,2018,302
PR,Furto,2021,118
SP,Violência Doméstica,2016,330
PE,Violência Doméstica,2007,453
PR,Homicídio,2003,77
AM,Roubo,2023,375
MG,Violência Doméstica,2020,161
PE,Homicídio,2024,366
RS,Furto,2003,95
AM,Violência Doméstica,2022,493
PR,Roubo,2013,61
BA,Furto,2016,83
SP,Homicídio,2008,139
BA,Roubo,2000,294
AM,Furto,2007,461
PR,Furto,2013,430
SP,Roubo,2012,413
BA,Furto,2003,399
PE,Homicídio,2006,419
PE,Violência Doméstica,2022,316
AM,Roubo,2006,205
SC,Furto,2016,478
RS,Roubo,2014,399
PE,Tráfico de Drogas,2002,112
BA,Furto,2021,188
PE,Tráfico de Drogas,2007,218
PE,Homicídio,2012,42
CE,Tráfico de Drogas,2023,374
SP,Tráfico de Drogas,2016,310
AM,Roubo,2002,182
RJ,Homicídio,2000,284
BA,Furto,2013,232
SC,Furto,2008,87
PR,Furto,2011,57
AM,Homicídio,2011,45
SP,Violência Doméstica,2005,342
PE,Roubo,2010,341
SP,Roubo,2002,148
CE,Violência Doméstica,2004,216
SP,Homicídio,2012,107
PE,Violência Doméstica,2020,31
SP,Violência Doméstica,2005,179
AM,Roubo,2007,143
SP,Furto,2010,68
CE,Violência Doméstica,2019,310
PR,Violência Doméstica,2023,40
MG,Furto,2023,378
SC,Tráfico de Drogas,2015,17
RS,Homicídio,2020,9
MG,Violência Doméstica,2016,282
SP,Violência Doméstica,2014,278
RJ,Roubo,2016,187
PE,Homicídio,2004,265
AM,Furto,2013,490
RJ,Furto,2021,210
CE,Roubo,2005,396
CE,Violência Doméstica,2009,170
PR,Tráfico de Drogas,2008,246
PR,Tráfico de Drogas,2013,36
PE,Violência Doméstica,2014,268
BA,Homicídio,2022,435
CE,Roubo,2012,454
MG,Furto,2023,282
RS,Violência Doméstica,2015,31
BA,Homicídio,2017,31
AM,Tráfico de Drogas,2024,392
RJ,Roubo,2022,295
AM,Homicídio,2012,115
SP,Violência Doméstica,2009,474
CE,Homicídio,2014,255
RS,Roubo,2004,23
CE,Homicídio,2015,229
SP,Furto,2021,249
RS,Homicídio,2020,42
AM,Violência Doméstica,2004,342
PR,Tráfico de Drogas,2018,421
CE,Violência Doméstica,2024,337
RJ,Furto,2019,169
SP,Homicídio,2002,100
SC,Roubo,2005,10
SC,Furto,2006,11
BA,Tráfico de Drogas,2020,356
SP,Furto,2013,34
SC,Roubo,2014,174
AM,Roubo,2022,163
RJ,Homicídio,2014,335
BA,Furto,2020,379
SC,Furto,2001,358
SP,Violência Doméstica,2003,431
RS,Roubo,2005,38
AM,Tráfico de Drogas,2017,186
SP,Homicídio,2004,311
CE,Roubo,2001,424
RJ,Violência Doméstica,2019,455
RJ,Violência Doméstica,2000,310
BA,Tráfico de Drogas,2017,351
RJ,Homicídio,2001,181
RJ,Roubo,2024,396
CE,Homicídio,2019,44
BA,Violência Doméstica,2014,499
SP,Furto,2019,7
AM,Violência Doméstica,2000,319
AM,Homicídio,2016,342
RS,Roubo,2024,1
RJ,Tráfico de Drogas,2009,28
BA,Roubo,2001,468
SP,Tráfico de Drogas,2024,6
CE,Violência Doméstica,2012,9
SC,Violência Doméstica,2003,102
BA,Tráfico de Drogas,2021,193
AM,Furto,2018,266
BA,Furto,2002,17
RJ,Tráfico de Drogas,2013,244
PE,Roubo,2022,96
RS,Violência Doméstica,2010,316
PR,Furto,2023,279
PE,Roubo,2016,160
RS,Violência Doméstica,2021,134
BA,Roubo,2009,20
RJ,Tráfico de Drogas,2000,221
PR,Violência Doméstica,2016,14
BA,Tráfico de Drogas,2023,128
SC,Furto,2000,489
PE,Roubo,2017,2
MG,Violência Doméstica,2010,454
RS,Homicídio,2016,132
MG,Homicídio,2001,146
SP,Tráfico de Drogas,2022,431
PE,Violência Doméstica,2020,125
PR,Furto,2010,274
RS,Furto,2008,73
RS,Tráfico de Drogas,2014,69
SP,Violência Doméstica,2021,337
BA,Violência Doméstica,2012,162
CE,Tráfico de Drogas,2021,417
PE,Violência Doméstica,2016,113
CE,Roubo,2005,216
SP,Roubo,2008,74
PR,Tráfico de Drogas,2020,13
RS,Furto,2024,497
SC,Tráfico de Drogas,2012,324
RS,Roubo,2012,491
SC,Homicídio,2020,32
SC,Roubo,2015,68
AM,Homicídio,2024,155
BA,Tráfico de Drogas,2024,474
MG,Roubo,2000,62
CE,Furto,2024,14
BA,Roubo,2013,114
RS,Homicídio,2007,243
RJ,Tráfico de Drogas,2018,370
AM,Tráfico de Drogas,2001,171
SC,Violência Doméstica,2016,296
SC,Violência Doméstica,2022,495
MG,Furto,2020,21
RS,Roubo,2023,296
PR,Violência Doméstica,2019,369
CE,Roubo,2008,220
CE,Furto,2022,238
SC,Furto,2010,41
PR,Violência Doméstica,2019,116
PE,Furto,2013,37
SP,Furto,2005,205
RS,Homicídio,2021,176
MG,Furto,2011,41
PE,Roubo,2018,5
SP,Violência Doméstica,2006,217
SP,Violência Doméstica,2015,306
BA,Tráfico de Drogas,2021,363
CE,Roubo,2016,300
CE,Violência Doméstica,2004,423
RS,Roubo,2024,452
SC,Violência Doméstica,2022,183
RS,Violência Doméstica,2009,456
SP,Furto,2022,24
RJ,Homicídio,2006,457
RS,Roubo,2015,114
RS,Roubo,2007,396
AM,Homicídio,2014,33
RS,Roubo,2007,28
SC,Roubo,2021,484
SC,Homicídio,2021,70
RJ,Roubo,2001,391
RJ,Violência Doméstica,2014,134
AM,Homicídio,2007,293
AM,Homicídio,2006,84
RS,Tráfico de Drogas,2022,267
MG,Tráfico de Drogas,2003,363
SP,Furto,2023,125
SP,Roubo,2013,84
MG,Homicídio,2017,19
CE,Violência Doméstica,2010,413
SP,Homicídio,2001,268
CE,Furto,2014,365
RS,Homicídio,2018,42
MG,Homicídio,2011,271
SP,Furto,2015,110
PR,Roubo,2013,291
AM,Roubo,2007,242
SP,Homicídio,2014,407
MG,Furto,2020,201
SP,Tráfico de Drogas,2003,33
MG,Roubo,2001,268
PR,Homicídio,2014,86
RS,Tráfico de Drogas,2001,470
MG,Furto,2005,488
PE,Roubo,2008,444
SC,Roubo,2005,116
MG,Tráfico de Drogas,2017,199
CE,Furto,2022,167
CE,Tráfico de Drogas,2010,435
RS,Roubo,2005,106
CE,Roubo,2020,50
BA,Tráfico de Drogas,2005,125
RJ,Roubo,2005,54
AM,Roubo,2011,239
AM,Tráfico de Drogas,2010,192
PR,Tráfico de Drogas,2012,384
SP,Tráfico de Drogas,2021,431
SC,Violência Doméstica,2010,296
RJ,Tráfico de Drogas,2024,419
RJ,Violência Doméstica,2023,151
PE,Roubo,2004,254
PE,Roubo,2021,343
RS,Tráfico de Drogas,2005,250
SC,Furto,2016,489
PR,Violência Doméstica,2022,102
BA,Homicídio,2004,472
PR,Homicídio,2016,411
PE,Violência Doméstica,2012,338
PR,Furto,2006,277
BA,Homicídio,2003,357
RJ,Violência Doméstica,2019,26
SP,Homicídio,2002,29
PR,Roubo,2001,176
BA,Furto,2006,188
RS,Violência Doméstica,2016,307
SP,Furto,2003,73
RJ,Furto,2014,86
SP,Homicídio,2010,180
SP,Homicídio,2014,491
SC,Homicídio,2015,236
SC,Violência Doméstica,2022,355
MG,Violência Doméstica,2018,360
RJ,Violência Doméstica,2019,185
AM,Homicídio,2021,439
SC,Violência Doméstica,2013,374
RS,Roubo,2024,2
RJ,Homicídio,2000,173
CE,Furto,2008,346
CE,Furto,2001,343
MG,Homicídio,2024,140
PR,Furto,2009,115
RS,Violência Doméstica,2014,122
PR,Tráfico de Drogas,2018,170
RJ,Tráfico de Drogas,2006,479
SC,Tráfico de Drogas,2005,482
PE,Violência Doméstica,2017,300
AM,Homicídio,2021,367
RJ,Homicídio,2022,109
SP,Homicídio,2011,58
RS,Furto,2007,274
PR,Furto,2024,255
PE,Roubo,2013,227
PR,Homicídio,2011,497
BA,Roubo,2010,344
RJ,Furto,2022,220
MG,Roubo,2006,183
MG,Roubo,2023,14
AM,Furto,2008,9
BA,Roubo,2013,422
SP,Furto,2008,398
RS,Homicídio,2022,35
SP,Violência Doméstica,2010,222
CE,Violência Doméstica,2016,90
CE,Homicídio,2022,132
BA,Violência Doméstica,2016,282
RS,Roubo,2024,59
MG,Furto,2013,58
SC,Tráfico de Drogas,2015,375
PR,Violência Doméstica,2000,493
AM,Roubo,2013,258
BA,Furto,2022,216
RJ,Violência Doméstica,2006,398
SC,Violência Doméstica,2002,120
RJ,Violência Doméstica,2020,101
BA,Tráfico de Drogas,2015,106
CE,Homicídio,2021,206
CE,Homicídio,2007,343
BA,Violência Doméstica,2003,386
CE,Tráfico de Drogas,2009,276
SP,Homicídio,2002,2
SC,Violência Doméstica,2014,180
BA,Furto,2000,408
PE,Furto,2009,261
MG,Tráfico de Drogas,2005,423
SC,Tráfico de Drogas,2024,482
AM,Tráfico de Drogas,2019,104
PE,Tráfico de Drogas,2008,10
RJ,Homicídio,2010,222
SP,Tráfico de Drogas,2014,17
BA,Violência Doméstica,2006,376
PE,Violência Doméstica,2018,490
SP,Homicídio,2005,213
AM,Roubo,2015,412
CE,Furto,2008,467
RS,Violência Doméstica,2021,441
SP,Tráfico de Drogas,2003,479
CE,Roubo,2019,116
AM,Tráfico de Drogas,2002,213
AM,Roubo,2000,395
MG,Roubo,2007,169
SC,Homicídio,2008,7
SP,Homicídio,2004,237
MG,Violência Doméstica,2007,404
BA,Furto,2020,177
BA,Homicídio,2017,211
PE,Tráfico de Drogas,2022,214
MG,Roubo,2015,361
MG,Furto,2006,335
CE,Furto,2017,164
RJ,Violência Doméstica,2015,381
AM,Violência Doméstica,2013,333
BA,Homicídio,2024,257
SP,Homicídio,2000,245
PE,Violência Doméstica,2003,452
SC,Homicídio,2021,23
SP,Tráfico de Drogas,2020,319
PR,Homicídio,2014,93
PE,Violência Doméstica,2023,91
BA,Violência Doméstica,2006,422
BA,Roubo,2024,35
CE,Roubo,2019,169
PE,Homicídio,2000,115
RJ,Violência Doméstica,2004,229
CE,Roubo,2021,105
SC,Violência Doméstica,2012,220
RS,Violência Doméstica,2023,495
PE,Violência Doméstica,2023,402
RS,Furto,2014,199
RS,Furto,2005,210
PR,Homicídio,2014,277
SC,Violência Doméstica,2011,210
AM,Tráfico de Drogas,2006,374
PR,Furto,2017,89
PR,Homicídio,2007,187
MG,Tráfico de Drogas,2020,463
AM,Violência Doméstica,2017,74
CE,Violência Doméstica,2024,382
SC,Tráfico de Drogas,2005,17
RJ,Roubo,2002,446
PE,Furto,2021,212
SC,Roubo,2018,315
SP,Roubo,2016,341
RJ,Homicídio,2015,375
AM,Roubo,2007,493
MG,Roubo,2019,337
BA,Violência Doméstica,2007,333
MG,Roubo,2014,390
CE,Furto,2010,469
PE,Violência Doméstica,2014,494
PR,Homicídio,2012,429
RS,Tráfico de Drogas,2006,284
PE,Violência Doméstica,2020,484
BA,Roubo,2022,193
SP,Furto,2008,85
SP,Roubo,2014,424
PE,Furto,2007,409
AM,Furto,2023,95
RJ,Homicídio,2004,284
AM,Violência Doméstica,2003,105
SP,Furto,2022,321
SC,Roubo,2006,486
MG,Tráfico de Drogas,2006,380
PE,Roubo,2018,82
SP,Tráfico de Drogas,2000,268
AM,Homicídio,2000,45
AM,Roubo,2002,357
RJ,Tráfico de Drogas,2001,453
BA,Violência Doméstica,2015,421
RS,Roubo,2001,496
MG,Homicídio,2022,33
RJ,Furto,2020,431
SP,Homicídio,2004,468
CE,Furto,2016,189
SP,Roubo,2010,57
MG,Tráfico de Drogas,2009,311
RS,Homicídio,2016,97
PE,Tráfico de Drogas,2024,132
RJ,Furto,2001,117
RJ,Tráfico de Drogas,2013,48
AM,Tráfico de Drogas,2021,461
MG,Tráfico de Drogas,2012,46
RS,Tráfico de Drogas,2004,375
SC,Violência Doméstica,2020,365
RS,Tráfico de Drogas,2015,466
PE,Homicídio,2016,425
SP,Homicídio,2008,330
MG,Furto,2005,105
PR,Homicídio,2019,431
CE,Violência Doméstica,2021,182
RS,Furto,2021,287
BA,Tráfico de Drogas,2009,465
PR,Violência Doméstica,2013,95
RS,Homicídio,2024,322
RJ,Roubo,2008,382
PE,Tráfico de Drogas,2012,129
AM,Homicídio,2024,385
PE,Homicídio,2024,318
SC,Roubo,2022,346
SC,Homicídio,2018,226
AM,Roubo,2020,225
CE,Homicídio,2005,389
SC,Tráfico de Drogas,2005,33
RS,Tráfico de Drogas,2006,428
MG,Tráfico de Drogas,2007,249
PE,Roubo,2024,497
RJ,Tráfico de Drogas,2018,62
SC,Violência Doméstica,2006,434
PE,Furto,2007,326
AM,Homicídio,2004,266
PR,Tráfico de Drogas,2005,128
RS,Furto,2022,468
RJ,Homicídio,2005,395
MG,Tráfico de Drogas,2012,403
RJ,Homicídio,2009,398
PE,Violência Doméstica,2002,349
SP,Furto,2008,62
PE,Roubo,2002,318
RS,Tráfico de Drogas,2006,356
PR,Furto,2010,77
AM,Violência Doméstica,2019,288
MG,Homicídio,2001,8
PE,Homicídio,2023,141
SP,Violência Doméstica,2023,381
BA,Violência Doméstica,2002,463
SP,Furto,2011,447
RS,Violência Doméstica,2002,294
RS,Violência Doméstica,2021,310
RS,Homicídio,2008,63
BA,Furto,2009,331
SP,Homicídio,2012,319
SP,Roubo,2000,413
RS,Furto,2019,153
CE,Homicídio,2006,460
SC,Furto,2011,262
AM,Roubo,2014,277
PR,Tráfico de Drogas,2012,216
CE,Homicídio,2017,395
MG,Homicídio,2017,281
RJ,Furto,2014,419
BA,Homicídio,2011,385
PR,Roubo,2013,274
SC,Furto,2003,341
CE,Roubo,2018,496
BA,Violência Doméstica,2015,220
CE,Furto,2003,316
SP,Violência Doméstica,2018,19
RJ,Tráfico de Drogas,2016,63
RS,Furto,2013,137
PR,Roubo,2017,358
RS,Roubo,2007,141
SP,Violência Doméstica,2022,469
RS,Furto,2015,464
CE,Roubo,2002,195
RS,Tráfico de Drogas,2004,387
SP,Furto,2010,100
PR,Roubo,2022,150
PR,Furto,2016,436
MG,Roubo,2022,4
AM,Violência Doméstica,2004,87
PR,Furto,2001,105
PE,Furto,2012,328
CE,Furto,2003,40
BA,Roubo,2003,150
CE,Roubo,2000,66
CE,Homicídio,2006,421
SC,Homicídio,2012,229
RS,Furto,2001,460
RS,Violência Doméstica,2017,324
AM,Furto,2016,97
AM,Tráfico de Drogas,2004,194
AM,Roubo,2015,422
PR,Roubo,2020,395
PR,Roubo,2004,391
RS,Furto,2010,457
RJ,Tráfico de Drogas,2018,370
CE,Tráfico de Drogas,2010,125
PE,Tráfico de Drogas,2011,215
SP,Roubo,2005,256
PR,Roubo,2023,466
SP,Roubo,2004,200
RJ,Homicídio,2018,39
AM,Violência Doméstica,2002,265
MG,Roubo,2019,258
SC,Furto,2004,356
SC,Roubo,2006,164
SP,Roubo,2001,5
RJ,Furto,2000,446
SC,Roubo,2022,189
PR,Violência Doméstica,2017,94
RJ,Roubo,2024,310
SC,Violência Doméstica,2003,400
CE,Violência Doméstica,2006,85
RS,Roubo,2023,74
MG,Furto,2018,85
PE,Violência Doméstica,2002,491
PE,Homicídio,2022,102
AM,Tráfico de Drogas,2015,499
BA,Furto,2018,53
SP,Homicídio,2003,354
SP,Roubo,2016,216
BA,Tráfico de Drogas,2000,271
PE,Roubo,2007,441
PR,Violência Doméstica,2024,265
AM,Furto,2024,64
RS,Furto,2012,5
RS,Homicídio,2018,231
PR,Violência Doméstica,2009,316
RS,Furto,2006,349
RS,Tráfico de Drogas,2001,221
PE,Homicídio,2006,93
RS,Tráfico de Drogas,2013,235
PR,Roubo,2012,451
MG,Roubo,2019,341
RS,Homicídio,2009,39
BA,Violência Doméstica,2008,239
MG,Furto,2005,365
SC,Homicídio,2001,447
RJ,Roubo,2002,379
SC,Homicídio,2012,172
PR,Roubo,2022,138
CE,Furto,2019,248
MG,Furto,2015,205
RS,Furto,2021,425
RS,Violência Doméstica,2005,62
RJ,Tráfico de Drogas,2019,372
CE,Tráfico de Drogas,2017,8
BA,Roubo,2002,93
RJ,Roubo,2000,474
AM,Tráfico de Drogas,2004,333
PR,Furto,2017,438
RS,Furto,2008,468
MG,Furto,2021,259
PR,Violência Doméstica,2015,352
BA,Violência Doméstica,2001,384
RS,Homicídio,2009,293
SP,Homicídio,2010,346
BA,Furto,2002,41
RJ,Roubo,2001,112
RS,Tráfico de Drogas,2012,125
SP,Furto,2022,496
MG,Roubo,2002,136
BA,Violência Doméstica,2013,142
SP,Violência Doméstica,2016,58
CE,Roubo,2023,355
MG,Violência Doméstica,2014,208
PE,Violência Doméstica,2014,342
BA,Tráfico de Drogas,2020,235
SP,Tráfico de Drogas,2013,441
SP,Homicídio,2024,208
CE,Roubo,2021,209
SC,Furto,2023,472
SC,Furto,2012,348
RS,Roubo,2016,460
MG,Violência Doméstica,2001,118
RJ,Homicídio,2004,386
PR,Roubo,2004,297
SP,Tráfico de Drogas,2004,25
SC,Roubo,2024,469
MG,Violência Doméstica,2015,108
RS,Homicídio,2013,292
PE,Furto,2021,362
SC,Homicídio,2006,273
MG,Furto,2011,302
BA,Furto,2010,435
PR,Furto,2007,461
AM,Homicídio,2022,488
RS,Furto,2008,479
RJ,Tráfico de Drogas,2020,492
SC,Homicídio,2024,10
MG,Violência Doméstica,2019,303
SC,Roubo,2004,192
MG,Violência Doméstica,2017,60
MG,Violência Doméstica,2004,428
SC,Tráfico de Drogas,2006,227
SC,Tráfico de Drogas,2018,452
AM,Tráfico de Drogas,2018,54
RJ,Tráfico de Drogas,2018,170
MG,Homicídio,2017,246
CE,Furto,2015,188
CE,Furto,2011,86
PR,Furto,2003,495
CE,Tráfico de Drogas,2005,317
CE,Violência Doméstica,2004,39
CE,Tráfico de Drogas,2001,219
SC,Violência Doméstica,2004,58
SP,Roubo,2019,104
CE,Homicídio,2011,110
AM,Furto,2000,43
SP,Tráfico de Drogas,2014,56
PE,Roubo,2024,276
AM,Tráfico de Drogas,2017,272
SC,Tráfico de Drogas,2015,30
RJ,Furto,2006,433
SC,Roubo,2003,240
RJ,Furto,2013,352
SC,Violência Doméstica,2002,58
MG,Roubo,2021,84
BA,Roubo,2021,366
MG,Homicídio,2015,231
RS,Violência Doméstica,2011,43
SP,Tráfico de Drogas,2017,103
RS,Furto,2011,28
MG,Violência Doméstica,2015,400
CE,Furto,2022,475
SP,Roubo,2024,151
RS,Furto,2017,475
AM,Furto,2003,199
SC,Furto,2000,364
CE,Roubo,2011,301
BA,Homicídio,2014,232
RJ,Violência Doméstica,2014,16
PR,Tráfico de Drogas,2015,453
AM,Tráfico de Drogas,2018,339
BA,Furto,2011,126
SC,Tráfico de Drogas,2001,309
RS,Violência Doméstica,2020,369
RS,Tráfico de Drogas,2019,412
CE,Tráfico de Drogas,2017,470
SP,Furto,2022,387
PR,Violência Doméstica,2022,5
RS,Tráfico de Drogas,2002,399
BA,Violência Doméstica,2014,95
SC,Roubo,2002,422
BA,Violência Doméstica,2017,75
SP,Violência Doméstica,2008,125
SC,Roubo,2003,96
MG,Roubo,2021,114
BA,Roubo,2008,412
AM,Tráfico de Drogas,2007,92
BA,Violência Doméstica,2001,336
RS,Homicídio,2003,184
BA,Violência Doméstica,2000,438
PE,Furto,2017,349
RJ,Furto,2019,374
RJ,Roubo,2011,261
SC,Tráfico de Drogas,2003,170
RJ,Tráfico de Drogas,2008,58
PE,Tráfico de Drogas,2016,63
SC,Homicídio,2010,218
SP,Furto,2022,395
SC,Furto,2020,390
PE,Violência Doméstica,2012,461
RS,Tráfico de Drogas,2002,281
RJ,Homicídio,2009,23
SP,Furto,2013,63
RS,Furto,2021,89
PE,Tráfico de Drogas,2003,25
RJ,Furto,2021,170
RS,Tráfico de Drogas,2016,203
MG,Roubo,2022,474
AM,Roubo,2017,485
RS,Homicídio,2020,70
AM,Tráfico de Drogas,2001,489
RS,Furto,2006,414
PR,Violência Doméstica,2010,422
CE,Roubo,2004,129
MG,Furto,2006,213
PR,Tráfico de Drogas,2002,359
RS,Violência Doméstica,2011,229
BA,Tráfico de Drogas,2003,434
SC,Tráfico de Drogas,2024,316
RJ,Furto,2012,78
PR,Tráfico de Drogas,2000,34
RS,Violência Doméstica,2011,117
MG,Tráfico de Drogas,2018,9
PE,Violência Doméstica,2002,87
SP,Homicídio,2019,151
PE,Roubo,2007,418
BA,Homicídio,2012,158
AM,Tráfico de Drogas,2024,343
PR,Homicídio,2009,52
BA,Violência Doméstica,2002,46
MG,Violência Doméstica,2000,292
AM,Tráfico de Drogas,2023,391
RS,Furto,2003,37
SC,Furto,2010,161
MG,Tráfico de Drogas,2019,399
CE,Furto,2006,43
MG,Roubo,2017,197
SP,Furto,2009,212
RJ,Homicídio,2000,54
CE,Violência Doméstica,2013,81
PR,Violência Doméstica,2010,251
RS,Homicídio,2000,315
PE,Roubo,2021,311
SP,Tráfico de Drogas,2012,298
SP,Furto,2015,182
SP,Homicídio,2008,225
MG,Roubo,2021,248
BA,Violência Doméstica,2016,125
RJ,Furto,2003,187
SC,Violência Doméstica,2004,163
SP,Roubo,2019,328
RS,Furto,2017,241
RS,Homicídio,2018,32
RS,Homicídio,2005,425
CE,Homicídio,2009,222
BA,Violência Doméstica,2004,407
SC,Violência Doméstica,2024,138
CE,Homicídio,2018,372
RJ,Homicídio,2014,463
PR,Roubo,2018,498
SP,Violência Doméstica,2006,459
RJ,Violência Doméstica,2003,29
RS,Furto,2006,271
MG,Homicídio,2016,478
PR,Violência Doméstica,2013,417
PR,Violência Doméstica,2002,358
MG,Roubo,2007,451
PR,Furto,2010,343
CE,Homicídio,2011,443
RJ,Homicídio,2014,370
AM,Homicídio,2007,243
RS,Roubo,2009,212
AM,Violência Doméstica,2015,36
RS,Roubo,2002,247
SC,Furto,2001,207
BA,Homicídio,2009,102
CE,Furto,2010,444
AM,Roubo,2018,249
AM,Violência Doméstica,2011,487
CE,Furto,2012,396
CE,Roubo,2013,488
SP,Homicídio,2016,111
CE,Violência Doméstica,2011,204
SC,Violência Doméstica,2017,283
MG,Roubo,2023,72
SC,Homicídio,2010,361
MG,Tráfico de Drogas,2005,205
RS,Furto,2021,214
SC,Furto,2013,169
BA,Tráfico de Drogas,2012,421
BA,Violência Doméstica,2004,101
SC,Roubo,2023,357
SC,Roubo,2011,478
BA,Tráfico de Drogas,2013,429
MG,Violência Doméstica,2013,99
SC,Roubo,2018,171
MG,Tráfico de Drogas,2007,23
CE,Roubo,2014,41
CE,Tráfico de Drogas,2007,449
PR,Tráfico de Drogas,2018,181
PE,Roubo,2013,461
SP,Violência Doméstica,2016,281
MG,Homicídio,2000,127
RJ,Homicídio,2013,405
PE,Tráfico de Drogas,2018,404
AM,Violência Doméstica,2011,405
MG,Tráfico de Drogas,2006,348
SC,Tráfico de Drogas,2013,462
SP,Homicídio,2001,137
RS,Tráfico de Drogas,2022,388
CE,Homicídio,2024,477
SP,Furto,2020,411
BA,Furto,2011,347
RJ,Roubo,2002,394
RS,Violência Doméstica,2020,470
CE,Homicídio,2000,437
AM,Violência Doméstica,2021,245
PE,Homicídio,2010,93
SC,Violência Doméstica,2009,496
SP,Homicídio,2019,317
BA,Furto,2017,479
MG,Roubo,2004,181
AM,Furto,2018,94
SP,Furto,2022,81
PE,Homicídio,2009,229
PE,Violência Doméstica,2012,243
PR,Tráfico de Drogas,2000,302
SC,Violência Doméstica,2016,129
SC,Tráfico de Drogas,2007,80
BA,Tráfico de Drogas,2016,248
SP,Tráfico de Drogas,2010,350
RS,Homicídio,2019,157
RS,Roubo,2011,315
AM,Violência Doméstica,2020,309
BA,Violência Doméstica,2000,58
CE,Furto,2009,277
SC,Furto,2019,491
PR,Furto,2006,94
SP,Homicídio,2002,386
RJ,Roubo,2000,156
SP,Violência Doméstica,2011,7
RJ,Tráfico de Drogas,2000,208
SP,Furto,2013,191
PR,Tráfico de Drogas,2004,475
PR,Furto,2009,38
RJ,Homicídio,2000,301
RS,Violência Doméstica,2001,108
CE,Homicídio,2004,52
BA,Roubo,2015,55
MG,Homicídio,2005,57
CE,Tráfico de Drogas,2023,471
MG,Tráfico de Drogas,2013,239
RJ,Tráfico de Drogas,2021,146
AM,Homicídio,2005,8
RS,Tráfico de Drogas,2010,459
AM,Roubo,2023,318
BA,Furto,2017,228
AM,Tráfico de Drogas,2015,282
MG,Tráfico de Drogas,2007,457
AM,Tráfico de Drogas,2005,371
SP,Furto,2013,353
CE,Furto,2020,16
RJ,Tráfico de Drogas,2012,40
SC,Homicídio,2019,184
PE,Furto,2009,361
SC,Roubo,2014,251
AM,Tráfico de Drogas,2003,421
MG,Furto,2016,180
SC,Roubo,2018,407
MG,Furto,2009,257
PR,Furto,2016,424
RS,Homicídio,2023,33
AM,Violência Doméstica,2013,187
RJ,Roubo,2021,10
PR,Violência Doméstica,2010,39
